id,categorie,programme,ancienne_url,type_url,nouvelle_url_proposee,statut_contenu,a_verifier
203,Voyage international,"Circuit Thaïlande 10 jours / 8 nuits dès 18900 DHs : Phuket, îles Phi Phi et expérience jungle des éléphants​!",https://www.ajinsafro.ma/voyages-international/circuit-thailande-10-jours-8-nuits-des-18900-dhs-phuket-iles-phi-phi-et-experience-jungle-des-elephants-203,Programme principal,https://ajinsafro.net/voyages-organises/circuit-thailande-10-jours-8-nuits-des-18900-dhs-phuket-iles-phi-phi-et-experien-203,ok,oui
210,Voyage international,"Philippines en 12 jours – Manille, Siquijor, Bohol et Panglao à partir de 29950 Dhs!",https://www.ajinsafro.ma/onedeal.php?id=210,Ancienne URL technique,https://ajinsafro.net/voyages-organises/philippines-en-12-jours-manille-siquijor-bohol-et-panglao-a-partir-de-29950-dhs-210,ok,oui
210,Voyage international,"Philippines en 12 jours – Manille, Siquijor, Bohol et Panglao à partir de 29950 Dhs!",https://www.ajinsafro.ma/voyages-international/philippines-en-12-jours-manille-siquijor-bohol-et-panglao-a-partir-de-29950-dhs-210,Programme principal,https://ajinsafro.net/voyages-organises/philippines-en-12-jours-manille-siquijor-bohol-et-panglao-a-partir-de-29950-dhs-210,ok,oui
215,International,Séjour 08 jours / 07 nuits à Istanbul à partir de 9700 DHs!,https://www.ajinsafro.ma/onedeal.php?id=215,Ancienne URL technique,https://ajinsafro.net/voyages-organises/sejour-08-jours-07-nuits-a-istanbul-a-partir-de-9700-dhs-215,ok,oui
216,National,Circuit 3 jours à Tibouda - Tcharrana - Nador - Cap de l'eau - Saidia - Oujda | Plusieurs Départs Disponibles,https://www.ajinsafro.ma/voyage-national/circuit-3-jours-tibouda-tcharrana-nador-cap-de-leau-saidia-oujda-du-25-au-27-aout-2017-216,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-3-jours-tibouda-tcharrana-nador-cap-de-leau-saidia-oujda-du-25-au-27-aou-216,ok,oui
217,Hébergement,Vente Flash été: chambre double en DP à 640 dhs à l'hôtel BEST WESTERN ODYSSEE Agadir,https://www.ajinsafro.ma/onedeal.php?id=217,Ancienne URL technique,https://ajinsafro.net/hebergement/vente-flash-ete-chambre-double-en-dp-a-640-dhs-a-l-hotel-best-western-odyssee-ag-217,ok,oui
218,International,Séjour 6 Jours / 5 Nuitées à Napoli / Côte Amalfitaine à partir de 12800 DHs!,https://www.ajinsafro.ma/voyages-international/sejour-6-jours-5-nuitees-a-napoli-cote-amalfitaine-a-partir-de-12800-dhs-218,Programme principal,https://ajinsafro.net/voyages-organises/sejour-6-jours-5-nuitees-a-napoli-cote-amalfitaine-a-partir-de-12800-dhs-218,ok,oui
222,International,Voyage à Istanbul 08 Jours / 07 Nuits Avec Royal Air Maroc à partir de 7700 DHs!,https://www.ajinsafro.ma/onedeal.php?id=222,Ancienne URL technique,https://ajinsafro.net/voyages-organises/voyage-a-istanbul-08-jours-07-nuits-avec-royal-air-maroc-a-partir-de-7700-dhs-222,ok,non
223,National,Week-end à Belyounech - Tanger - Assilah : Du 30/09 Au 01/10/2017,https://www.ajinsafro.ma/voyage-national/weekend-a-belyounech-tanger-assilah-du-3009-au-01102017-223,Programme principal,https://ajinsafro.net/voyages-maroc/weekend-a-belyounech-tanger-assilah-du-3009-au-01102017-223,ok,oui
226,International,Dubaï Shopping Festival 8 Jours / 6 Nuits du 22 au 29 janvier 2023 à partir de 11300 DHs!,https://www.ajinsafro.ma/onedeal.php?id=226,Ancienne URL technique,https://ajinsafro.net/voyages-organises/dubai-shopping-festival-8-jours-6-nuits-du-22-au-29-janvier-2023-a-partir-de-113-226,ok,oui
227,International,Partez à la découverte d'Istanbul 08 Jours / 07 Nuits À Partir De 6900 DHs!,https://www.ajinsafro.ma/onedeal.php?id=227,Ancienne URL technique,https://ajinsafro.net/voyages-organises/partez-a-la-decouverte-d-istanbul-08-jours-07-nuits-a-partir-de-6900-dhs-227,ok,non
232,International,Barcelone – 6 jours / 5 nuits,https://www.ajinsafro.ma/onedeal.php?id=232,Ancienne URL technique,https://ajinsafro.net/voyages-organises/barcelone-6-jours-5-nuits-232,ok,oui
233,Voyage international,Séjour 5 Jours / 4 Nuitées à la ville lumière Paris à partir de 8600 DHs!,https://www.ajinsafro.ma/onedeal.php?id=233,Ancienne URL technique,https://ajinsafro.net/voyages-organises/sejour-5-jours-4-nuitees-a-la-ville-lumiere-paris-a-partir-de-8600-dhs-233,ok,oui
233,Voyage international,Séjour 5 Jours / 4 Nuitées à la ville lumière Paris à partir de 8600 DHs!,https://www.ajinsafro.ma/voyages-international/sejour-5-jours-4-nuitees-a-la-ville-lumiere-paris-a-partir-de-8600-dhs-233,Programme principal,https://ajinsafro.net/voyages-organises/sejour-5-jours-4-nuitees-a-la-ville-lumiere-paris-a-partir-de-8600-dhs-233,ok,oui
237,National,Circuit à Agadir - Marrakech - Terres d'Amanar ( 3 Jours / 2 Nuits ) | Départ chaque semaine !,https://www.ajinsafro.ma/voyage-national/agadir-marrakech-bin-el-ouidane-du-18-au-22-avril-2018-237,Programme principal,https://ajinsafro.net/voyages-maroc/agadir-marrakech-bin-el-ouidane-du-18-au-22-avril-2018-237,ok,oui
246,Voyage national,Week-End à Marrakech - Bin El Ouidane - Cascades d'Ouzoud - Terres D'amanar | Départ chaque Vendredi soir !,https://www.ajinsafro.ma/voyage-national/week-end-a-marrakech-bin-el-ouidane-cascades-douzoud-terres-damanar-depart-chaque-vendredi-soir-246,Programme principal,https://ajinsafro.net/voyages-maroc/week-end-a-marrakech-bin-el-ouidane-cascades-douzoud-terres-damanar-depart-chaqu-246,ok,oui
247,Voyage international,Espagne: 5 jours à Madrid du 27 au 31 Janvier 2018,https://www.ajinsafro.ma/voyages-international/espagne-5-jours-a-madrid-du-27-au-31-janvier-2018-247,Programme principal,https://ajinsafro.net/voyages-organises/espagne-5-jours-a-madrid-du-27-au-31-janvier-2018-247,ok,oui
281,Omra,Omra Ramadan,https://www.ajinsafro.ma/onedeal.php?id=281,Ancienne URL technique,https://ajinsafro.net/hajj-omra/omra-ramadan-281,partiel,oui
283,International,MALAGA Low Cost l Découvrez la Ville de Picasso en 5 jours / 4 nuits à 4500 MAD !!! (Plusieurs dates sont disponibles),https://ajinsafro.ma/voyages-international/4-jours-a-malaga-l-decouvrez-la-ville-de-picasso-en-4-jours-3-nuits-plusieurs-dates-sont-disponibles-283,Programme principal,https://ajinsafro.net/voyages-organises/4-jours-a-malaga-l-decouvrez-la-ville-de-picasso-en-4-jours-3-nuits-plusieurs-da-283,ok,oui
284,Voyage international,SPECIAL SEJOUR I Assister Au Matche du Fc Barcelone vs chelsea Du 13/03 au 16/03 2018 4 Jours / 3 Nuits,https://ajinsafro.ma/voyages-international/special-sejour-i-assister-au-matche-du-fc-barcelone-vs-chelsea-du-1303-au-1603-2018-4-jours-3-nuits-284,Programme principal,https://ajinsafro.net/voyages-organises/special-sejour-i-assister-au-matche-du-fc-barcelone-vs-chelsea-du-1303-au-1603-2-284,ok,oui
285,Voyage international,Circuit Portugal | Du 06 Au 13 Avril 2019 À Partir de 7400 MAD,https://www.ajinsafro.ma/voyages-international/circuit-portugal-du-24-juin-au-01-juillet-2018-a-seulement-7200-dhs-285,Programme principal,https://ajinsafro.net/voyages-organises/circuit-portugal-du-24-juin-au-01-juillet-2018-a-seulement-7200-dhs-285,ok,oui
287,Voyage international,"Trio Italien Inoubliable en 8 jours / 7 nuits : Naples, Côte Amalfitaine & Rome à partir de 13780 DHs!",https://ajinsafro.ma/voyages-international/italie-trio-trois-villes-les-plus-reconnues-de-litalie-venise-florence-et-naples-du-08-au-15-avril-287,Programme principal,https://ajinsafro.net/voyages-organises/italie-trio-trois-villes-les-plus-reconnues-de-litalie-venise-florence-et-naples-287,ok,oui
287,Voyage international,"Trio Italien Inoubliable en 8 jours / 7 nuits : Naples, Côte Amalfitaine & Rome à partir de 13780 DHs!",https://www.ajinsafro.ma/onedeal.php?id=287,Ancienne URL technique,https://ajinsafro.net/voyages-organises/italie-trio-trois-villes-les-plus-reconnues-de-litalie-venise-florence-et-naples-287,ok,oui
288,Voyage international,Circuit 8 jours / 7 nuits aux Émirats arabes unis : Abu Dhabi - Dubaï à partir de 13900 DHs!,https://www.ajinsafro.ma/voyages-international/circuit-8-jours-7-nuits-aux-emirats-arabes-unis-abu-dhabi-dubai-a-partir-de-13900-dhs-288,Programme principal,https://ajinsafro.net/voyages-organises/circuit-8-jours-7-nuits-aux-emirats-arabes-unis-abu-dhabi-dubai-a-partir-de-1390-288,ok,oui
292,International,MALTE 08 Jours / 07 Nuits à partir de 7480 MAD (Plusieurs Dates disponible),https://www.ajinsafro.ma/voyages-international/malte-08-jours-07-nuits-a-partir-de-7480-dhs-plusieurs-dates-disponible-292,Programme principal,https://ajinsafro.net/voyages-organises/malte-08-jours-07-nuits-a-partir-de-7480-dhs-plusieurs-dates-disponible-292,ok,non
294,Voyage international,Tunisie & Malte VIP – 8 Jours / 7 Nuits à partir de 16 800 DHs!,https://www.ajinsafro.ma/voyages-international/tunisie-and-malte-vip-8-jours-7-nuits-a-partir-de-16-800-dhs-294,Programme principal,https://ajinsafro.net/voyages-organises/tunisie-and-malte-vip-8-jours-7-nuits-a-partir-de-16-800-dhs-294,ok,oui
295,International,Séjour 12 jours / 11 nuits à Antalya & Istanbul avec Turkish Airlines à partir de 19600 DHs!,https://www.ajinsafro.ma/onedeal.php?id=295,Ancienne URL technique,https://ajinsafro.net/voyages-organises/sejour-12-jours-11-nuits-a-antalya-istanbul-avec-turkish-airlines-a-partir-de-19-295,ok,oui
298,International,Séjour 12 jours / 11 nuits en Thaïlande - Malaisie - Singapour à partir de 37 700 DHs par personne!,https://www.ajinsafro.ma/voyages-international/partez-a-la-decouverte-de-kuala-lumpur-langkawi-singapour-avec-ajinsafro-a-seulement-23-500-mad-du-3107-au-1208-298,Programme principal,https://ajinsafro.net/voyages-organises/partez-a-la-decouverte-de-kuala-lumpur-langkawi-singapour-avec-ajinsafro-a-seule-298,ok,oui
299,Voyage international,Thailand en 12 Jours / 11 Nuits à partir de 16380 DHs (Plusieurs dates sont disponibles),https://ajinsafro.ma/voyages-international/thailand-en-12-jours-11-nuits-a-partir-de-16380-dhs-plusieurs-dates-sont-disponibles-299,Programme principal,https://ajinsafro.net/voyages-organises/thailand-en-12-jours-11-nuits-a-partir-de-16380-dhs-plusieurs-dates-sont-disponi-299,ok,non
301,Voyage international,"Le Caire, Alexandrie & Sharm El-Sheikh dès 16450 DH !",https://www.ajinsafro.ma/onedeal.php?id=301,Ancienne URL technique,https://ajinsafro.net/voyages-organises/sejour-10-jours-09-nuits-a-legypte-sharm-el-sheikh-caire-a-partir-de-17200-dhs-301,ok,oui
301,Voyage international,"Le Caire, Alexandrie & Sharm El-Sheikh dès 16450 DH !",https://www.ajinsafro.ma/voyages-international/sejour-10-jours-09-nuits-a-legypte-sharm-el-sheikh-caire-a-partir-de-17200-dhs-301,Programme principal,https://ajinsafro.net/voyages-organises/sejour-10-jours-09-nuits-a-legypte-sharm-el-sheikh-caire-a-partir-de-17200-dhs-301,ok,oui
301,Voyage international,"Le Caire, Alexandrie & Sharm El-Sheikh dès 16450 DH !",https://www.ajinsafro.ma/voyages-international/sejour-8-jours-07-nuits-a-legypte-sharm-el-sheikh-alexandrie-and-caire-a-partir-de-14500-dhs-301,Programme principal,https://ajinsafro.net/voyages-organises/sejour-10-jours-09-nuits-a-legypte-sharm-el-sheikh-caire-a-partir-de-17200-dhs-301,ok,oui
305,Voyage international,Partez à la découverte d'Istanbul et Beirut avec AjiNsafro ( 11 Jours / 10 Nuits ) seulement avec 12890 MAD,https://www.ajinsafro.ma/voyages-international/partez-a-la-decouverte-distanbul-et-beirut-avec-ajinsafro-11-jours-10-nuits-seulement-avec-12890-mad-305,Programme principal,https://ajinsafro.net/voyages-organises/partez-a-la-decouverte-distanbul-et-beirut-avec-ajinsafro-11-jours-10-nuits-seul-305,ok,oui
311,Hébergement,Offre Spéciale Summer 2023 à l'Hôtel Dixil pour 2 adultes et 1 enfant à partir de seulement 1850DHs!!,https://www.ajinsafro.ma/onedeal.php?id=311,Ancienne URL technique,https://ajinsafro.net/hebergement/offre-speciale-summer-2023-a-l-hotel-dixil-pour-2-adultes-et-1-enfant-a-partir-d-311,partiel,oui
319,Voyage national,Voyage 3 Jours à Jebha et Al Hoceima à partir de seulement 1550 DHs!,https://www.ajinsafro.ma/voyage-national/voyage-3-jours-a-jebha-et-al-hoceima-a-partir-de-seulement-1550-dhs-319,Programme principal,https://ajinsafro.net/voyages-maroc/voyage-3-jours-a-jebha-et-al-hoceima-a-partir-de-seulement-1550-dhs-319,ok,oui
321,National,Une journée à Oued Laou / Chefchaouen 22 Juillet 2018,https://www.ajinsafro.ma/voyage-national/une-journee-a-oued-laou-chefchaouen-22-juillet-2018-321,Programme principal,https://ajinsafro.net/voyages-maroc/une-journee-a-oued-laou-chefchaouen-22-juillet-2018-321,ok,oui
322,International,EGYPTE : CAIRO + ASWAN & LUXOR CROISIÈRE + HURGHADA & SHARM EL SHEIKH,https://ajinsafro.ma/voyages-international/egypte-cairo-aswan-luxor-croisiere-hurghada-sharm-el-sheikh-322,Programme principal,https://ajinsafro.net/voyages-organises/egypte-cairo-aswan-luxor-croisiere-hurghada-sharm-el-sheikh-322,ok,oui
328,International,Découvrez le paradis tout compris d'Antalya : Évasion de luxe de 7 jours avec vol direct et hôtel 5 étoiles !,https://www.ajinsafro.ma/onedeal.php?id=328,Ancienne URL technique,https://ajinsafro.net/voyages-organises/decouvrez-le-paradis-tout-compris-d-antalya-evasion-de-luxe-de-7-jours-avec-vol-328,ok,oui
329,Voyage international,Italie – Milan – Venise – Florence – Pise,https://www.ajinsafro.ma/voyages-international/circuit-italie-milan-venise-florence-pisa-08-jours-07-nuits-du-19-au-26-aout-2019-329,Programme principal,https://ajinsafro.net/voyages-organises/circuit-italie-milan-venise-florence-pisa-08-jours-07-nuits-du-19-au-26-aout-201-329,ok,oui
330,Voyage international,Amsterdam – Bruxelles – Paris,https://www.ajinsafro.ma/voyages-international/le-circuit-de-reveamsterdam-bruxelles-paris-8-jours-7-nuits-du-2409-au-01102018-a-seulement-13990-dh--330,Programme principal,https://ajinsafro.net/voyages-organises/le-circuit-de-reveamsterdam-bruxelles-paris-8-jours-7-nuits-du-2409-au-01102018-330,ok,oui
332,Voyage international,"Un voyage vers Amsterdam, une ville renommée dans le monde datant du 17e siècle, capitale de Hollande, à 6760 MAD !!",https://www.ajinsafro.ma/voyages-international/un-voyage-vers-amsterdam-une-ville-renommee-dans-le-monde-datant-du-17e-siecle-capitale-de-hollande-a-6760-mad--332,Programme principal,https://ajinsafro.net/voyages-organises/un-voyage-vers-amsterdam-une-ville-renommee-dans-le-monde-datant-du-17e-siecle-c-332,ok,oui
334,Voyage international,Gibraltar,https://www.ajinsafro.ma/voyages-international/gibraltar-le-luxe-anglais-au-bord-du-mediterrane-avec-ajinsafro-a-3750-mad-334,Programme principal,https://ajinsafro.net/voyages-organises/gibraltar-le-luxe-anglais-au-bord-du-mediterrane-avec-ajinsafro-a-3750-mad-334,ok,oui
335,International,Séjours au Sri Lanka et aux Maldives 11 Jours / 10 Nuits avec ajinsafro à partir de 27500 MAD,https://www.ajinsafro.ma/voyages-international/sejours-au-sri-lanka-et-aux-maldives-11-jours-10-nuits-avec-ajinsafro-a-partir-de-27500-mad-335,Programme principal,https://ajinsafro.net/voyages-organises/sejours-au-sri-lanka-et-aux-maldives-11-jours-10-nuits-avec-ajinsafro-a-partir-d-335,ok,oui
336,Voyage international,"Séjour en Tunisie : 8 Jours à Tunis, Carthage et Hammamet à partir de 9850 DHs avec vol, hôtel 3* en BB!",https://www.ajinsafro.ma/voyages-international/sejour-en-tunisie-8-jours-a-tunis-carthage-et-hammamet-a-partir-de-9850-dhs-avec-vol-hotel-3-en-bb-336,Programme principal,https://ajinsafro.net/voyages-organises/sejour-en-tunisie-8-jours-a-tunis-carthage-et-hammamet-a-partir-de-9850-dhs-avec-336,ok,oui
337,International,Trio Européenne ( Paris - Bruxelles - Amsterdam ) 08 Jours / 07 Nuits à partir de 14500 DHs!,https://www.ajinsafro.ma/voyages-international/trio-europeenne-paris-bruxelles-amsterdam-08-jours-07-nuits-a-partir-de-14500-dhs-337,Programme principal,https://ajinsafro.net/voyages-organises/trio-europeenne-paris-bruxelles-amsterdam-08-jours-07-nuits-a-partir-de-14500-dh-337,ok,oui
341,National,Week-End Akchour - Chefchaouen - Bouhachem | Plusieurs Départs Disponibles,https://www.ajinsafro.ma/voyage-national/weekend-akchour-chefchaouen-bouhachem-plusieurs-departs-disponibles-341,Programme principal,https://ajinsafro.net/voyages-maroc/weekend-akchour-chefchaouen-bouhachem-plusieurs-departs-disponibles-341,ok,oui
348,International,Circuit Combiné Turquie & Azerbaïdjan – 11 Jours ( Istanbul & Baku ) à partir de 16500 DHs!,https://www.ajinsafro.ma/voyages-international/circuit-combine-turquie-azerbaidjan-11-jours-istanbul-baku-a-partir-de-16500-dhs-348,Programme principal,https://ajinsafro.net/voyages-organises/circuit-combine-turquie-azerbaidjan-11-jours-istanbul-baku-a-partir-de-16500-dhs-348,ok,oui
351,Voyage international,Circuit Mille et un lacs de l'Atlas,https://www.ajinsafro.ma/voyage-national/circuit-mille-et-un-lacs-de-latlas-le-08-09-dec-2018-351,Programme principal,https://ajinsafro.net/voyages-organises/circuit-mille-et-un-lacs-de-latlas-le-08-09-dec-2018-351,ok,oui
352,Voyage international,Programme pour une semaine à Paris (Jeux Olympiques 2024) à partir de 13900 DHs!,https://www.ajinsafro.ma/voyages-international/programme-pour-une-semaine-a-paris-jeux-olympiques-2024-a-partir-de-13900-dhs-352,Programme principal,https://ajinsafro.net/voyages-organises/programme-pour-une-semaine-a-paris-jeux-olympiques-2024-a-partir-de-13900-dhs-352,ok,oui
356,Voyage national,Séjour 5 Jours à Dakhla | Départ de Casablanca !,https://www.ajinsafro.ma/voyage-national/sejour-5-jours-a-dakhla-depart-de-casablanca-356,Programme principal,https://ajinsafro.net/voyages-maroc/sejour-5-jours-a-dakhla-depart-de-casablanca-356,ok,oui
359,International,"Le mois de Décembre de folie pour les amateurs de football espagnol à partir de 7450 MAD ,Préparez-vous !!",https://www.ajinsafro.ma/onedeal.php?id=359,Ancienne URL technique,https://ajinsafro.net/voyages-organises/le-mois-de-decembre-de-folie-pour-les-amateurs-de-football-espagnol-a-partir-de-359,ok,oui
363,National,Week-End À Michlifen - Ifrane – Meknès | Départ chaque Vendredi soir !,https://www.ajinsafro.ma/voyage-national/weekend-a-michlifen-ifrane-meknes-depart-chaque-vendredi-soir--363,Programme principal,https://ajinsafro.net/voyages-maroc/weekend-a-michlifen-ifrane-meknes-depart-chaque-vendredi-soir-363,ok,oui
367,Voyage international,Découverte de la Corée et du Japon: Un Voyage Culturel de 16 Jours à partir de 57700 DHs!,https://www.ajinsafro.ma/voyages-international/decouverte-de-la-coree-et-du-japon-un-voyage-culturel-de-16-jours-a-partir-de-57700-dhs-367,Programme principal,https://ajinsafro.net/voyages-organises/decouverte-de-la-coree-et-du-japon-un-voyage-culturel-de-16-jours-a-partir-de-57-367,ok,oui
379,Voyage international,"AjiNsafro Vous Propose Un Séjour À La Grèce, Athènes Et Santorin à partir de 27900 DHs!",https://www.ajinsafro.ma/team/buy.php?id=379,Ancienne commande,https://ajinsafro.net/voyages-organises/un-sejour-a-la-grece-athenes-et-santorin-a-partir-de-27900-dhs-379,partiel,oui
381,Omra,Omra Ramadan 2026,https://www.ajinsafro.ma/team/buy.php?id=381,Ancienne commande,https://ajinsafro.net/hajj-omra/omra-ramadan-2026-a-partir-de-21900-dhs-personne-381,partiel,oui
381,Omra,Omra Ramadan 2026,https://www.ajinsafro.ma/voyages-international/omra-ramadan-2026-a-partir-de-21900-dhs-personne-381,Programme principal,https://ajinsafro.net/hajj-omra/omra-ramadan-2026-a-partir-de-21900-dhs-personne-381,partiel,oui
383,International,El Clasico / Ajax,https://www.ajinsafro.ma/onedeal.php?id=383,Ancienne URL technique,https://ajinsafro.net/voyages-organises/el-clasico-ajax-383,ok,oui
384,International,Offre Spéciale Foot : Real Madrid Vs Ajax Du 02 Au 06 Mars 2019 À Partir De 7850,https://www.ajinsafro.ma/onedeal.php?id=384,Ancienne URL technique,https://ajinsafro.net/voyages-organises/offre-speciale-foot-real-madrid-vs-ajax-du-02-au-06-mars-2019-a-partir-de-7850-384,ok,oui
386,National,Week-end Aventure Tanger- Assilah | Plusieurs Départs Disponibles,https://www.ajinsafro.ma/voyage-national/weekend-aventure-tanger-assilah-plusieurs-departs-disponibles-386,Programme principal,https://ajinsafro.net/voyages-maroc/weekend-aventure-tanger-assilah-plusieurs-departs-disponibles-386,ok,non
392,Voyage international,Séjour de rêve à Bali 11 Jours / 10 Nuits ( Sans Visa ) | Du 31 Mars Au 11 Avril 2019 à partir 13800 MAD,https://www.ajinsafro.ma/voyages-international/sejour-de-reve-a-bali-11-jours-10-nuits-sans-visa-du-31-mars-au-11-avril-2019-a-partir-13800-mad-392,Programme principal,https://ajinsafro.net/voyages-organises/sejour-de-reve-a-bali-11-jours-10-nuits-sans-visa-du-31-mars-au-11-avril-2019-a-392,ok,non
393,International,Circuit 12 jours / 11 nuits à Jakarta - Bali - Kuala Lumpur à partir de 34400 DHs!,https://www.ajinsafro.ma/onedeal.php?id=393,Ancienne URL technique,https://ajinsafro.net/voyages-organises/circuit-12-jours-11-nuits-a-jakarta-bali-kuala-lumpur-a-partir-de-34400-dhs-393,ok,non
393,International,Circuit 12 jours / 11 nuits à Jakarta - Bali - Kuala Lumpur à partir de 34400 DHs!,https://www.ajinsafro.ma/voyages-international/circuit-12-jours-11-nuits-a-jakarta-bali-kuala-lumpur-a-partir-de-34400-dhs-393,Programme principal,https://ajinsafro.net/voyages-organises/circuit-12-jours-11-nuits-a-jakarta-bali-kuala-lumpur-a-partir-de-34400-dhs-393,ok,non
394,Voyage international,Circuit Portugal ( 08 Jours / 07 Nuits ) | Du 18 au 25 Août 2019 à partir de 7900 MAD !,https://www.ajinsafro.ma/voyages-international/circuit-portugal-08-jours-07-nuits-du-18-au-25-aout-2019-a-partir-de-7900-mad--394,Programme principal,https://ajinsafro.net/voyages-organises/circuit-portugal-08-jours-07-nuits-du-18-au-25-aout-2019-a-partir-de-7900-mad-394,ok,non
395,Voyage national,Circuit 4 Jours Al Hoceima - Saidia - Nador - Oujda à Seulement 2200 DHs!,https://www.ajinsafro.ma/voyage-national/circuit-4-jours-oujda-saidia-nador-al-hoceima-plusieurs-departs-disponibles-395,Programme principal,https://ajinsafro.net/voyages-maroc/circuit-4-jours-oujda-saidia-nador-al-hoceima-plusieurs-departs-disponibles-395,ok,non
395,Voyage national,Circuit 4 Jours Al Hoceima - Saidia - Nador - Oujda à Seulement 2200 DHs!,https://www.ajinsafro.ma/voyage-national/circuit-4-jours-oujda-saidia-nador-el-hoceima-plusieurs-departs-disponibles-395,Variante programme,https://ajinsafro.net/voyages-maroc/circuit-4-jours-oujda-saidia-nador-al-hoceima-plusieurs-departs-disponibles-395,ok,non
403,National,Caravane Du Sud 07 Jours / 06 Nuits | Plusieurs Départs Disponible,https://www.ajinsafro.ma/onedeal.php?id=403,Ancienne URL technique,https://ajinsafro.net/voyages-maroc/caravane-du-sud-07-jours-06-nuits-403,ok,non
405,Voyage international,Circuit Espagne Aller / Evasion à plus de 4 villes d'Espagne : Du 25 Août au 01 Septembre 2019 à 8790 MAD,https://www.ajinsafro.ma/voyages-international/circuit-espagne-aller-evasion-a-plus-de-6-villes-despagne-du-2007-au-2807-a-9480-mad-seulement-405,Programme principal,https://ajinsafro.net/voyages-organises/circuit-espagne-aller-evasion-a-plus-de-6-villes-despagne-du-2007-au-2807-a-9480-405,ok,oui
412,International,Circuit 13 Jours / 11 nuits Bangkok – Krabi - Phuket à partir de 27400 DHs!,https://www.ajinsafro.ma/onedeal.php?id=412,Ancienne URL technique,https://ajinsafro.net/voyages-organises/circuit-13-jours-11-nuits-bangkok-krabi-phuket-a-partir-de-27400-dhs-412,ok,non
413,International,Circuit 14 jours / 13 nuits à l'egypte : Caire - Croisière Aswan-Luxor - Hurghada et Sharm El Sheikh à partir de 20400 DHs!,https://www.ajinsafro.ma/onedeal.php?id=413,Ancienne URL technique,https://ajinsafro.net/voyages-organises/circuit-14-jours-13-nuits-a-legypte-caire-croisiere-aswanluxor-hurghada-et-sharm-413,ok,non
413,International,Circuit 14 jours / 13 nuits à l'egypte : Caire - Croisière Aswan-Luxor - Hurghada et Sharm El Sheikh à partir de 20400 DHs!,https://www.ajinsafro.ma/voyages-international/circuit-14-jours-13-nuits-a-legypte-caire-croisiere-aswanluxor-hurghada-et-sharm-el-sheikh-a-partir-de-20400-dhs-413,Programme principal,https://ajinsafro.net/voyages-organises/circuit-14-jours-13-nuits-a-legypte-caire-croisiere-aswanluxor-hurghada-et-sharm-413,ok,non
419,Voyage international,Circuit 14 Jours / 12 Nuits en Malaisie ( Kuala Lumpur / Penang / Langkawi ) à partir de 31500 Dhs!,https://www.ajinsafro.ma/voyages-international/circuit-14-jours-12-nuits-en-malaisie-kuala-lumpur-penang-langkawi-a-partir-de-22800-dhs-419,Programme principal,https://ajinsafro.net/voyages-organises/circuit-14-jours-12-nuits-en-malaisie-kuala-lumpur-penang-langkawi-a-partir-de-2-419,ok,oui
420,International,Vietnam Magique : De Hanoi à Ho Chi Minh - 14 Jours / 12 Nuits d'évasion à partir de 27400 DHs!,https://www.ajinsafro.ma/voyages-international/vietnam-magique-de-hanoi-a-ho-chi-minh-14-jours-12-nuits-devasion-a-partir-de-27400-dhs-420,Programme principal,https://ajinsafro.net/voyages-organises/vietnam-magique-de-hanoi-a-ho-chi-minh-14-jours-12-nuits-devasion-a-partir-de-27-420,ok,oui
426,Voyage international,Offre spéciale 8 Jours / 7 Nuits à Istanbul à partir de 9500 DHs!,https://www.ajinsafro.ma/voyages-international/offre-speciale-8-jours-7-nuits-a-istanbul-a-partir-de-7900-dhs-426,Programme principal,https://ajinsafro.net/voyages-organises/offre-speciale-8-jours-7-nuits-a-istanbul-a-partir-de-7900-dhs-426,ok,oui
432,Voyage international,Séjour 8 jours / 7 Nuitées à Antalya via Istanbul à partir de 15900 DHs!,https://www.ajinsafro.ma/voyages-international/sejour-8-jours-7-nuitees-a-antalya-via-istanbul-a-partir-de-15900-dhs-432,Programme principal,https://ajinsafro.net/voyages-organises/sejour-8-jours-7-nuitees-a-antalya-via-istanbul-a-partir-de-15900-dhs-432,ok,non
436,Voyage international,Offre été 2019 : Hammamet en All Inclusive à 7980 MAD seulement !!,https://www.ajinsafro.ma/voyages-international/offre-ete-2019-hammamet-en-all-inclusive-a-7980-mad-seulement--436,Programme principal,https://ajinsafro.net/voyages-organises/offre-ete-2019-hammamet-en-all-inclusive-a-7980-mad-seulement-436,ok,oui
439,Voyage international,Découvrez la Fascinante Andalousie en 7 Jours / 6 Nuits à partir de 7850 Dhs !,https://www.ajinsafro.ma/onedeal.php?id=439,Ancienne URL technique,https://ajinsafro.net/voyages-organises/decouvrez-la-fascinante-andalousie-en-7-jours-6-nuits-a-partir-de-7600-dhs-439,ok,oui
439,Voyage international,Découvrez la Fascinante Andalousie en 7 Jours / 6 Nuits à partir de 7850 Dhs !,https://www.ajinsafro.ma/team/buy.php?id=439,Ancienne commande,https://ajinsafro.net/voyages-organises/decouvrez-la-fascinante-andalousie-en-7-jours-6-nuits-a-partir-de-7600-dhs-439,ok,oui
